Product Title,Final Price,Reduction?,Price Without Reduction,Buy 2 for,URL Product,URL Image,Stock Status
"Underwood Carbonated Wine, Rose Bubbles",6.89,yes,8.04,,https://www.instacart.com/store/items/item_632399793,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_61e65b89-d20f-4b4b-afeb-708984e35fa7.png",
"Risata Moscato d'Asti",14.94,yes,24.62,,https://www.instacart.com/store/items/item_187315352,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_47152d04-5ece-4d1a-914f-e3c62ad5ed52.jpg",
"Sofia Blanc de Blancs Monterey, California",17.24,yes,22.99,,https://www.instacart.com/store/items/item_187198118,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_cef6fca3-855c-43c0-becb-a57a51f77d43.png",
"Hess Select Rose Wine, California",9.51,yes,18.24,,https://www.instacart.com/store/items/item_1491624046,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ad3cf267-eb22-46d2-8b9c-383df2b1d829.png",running low
"Josh Cellars Pinot Grigio",12.64,yes,16.41,,https://www.instacart.com/store/items/item_184509006,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_db665c8f-4599-409a-a52d-9aa5fc26ea32.jpg",
"Sho Chiku Bai Sake, Junmai, Classic",5.16,yes,5.45,,https://www.instacart.com/store/items/item_187325262,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_84d84aea-07a9-4c94-aa8b-d4046946c2f0.png",
"Mazarini Rose, Extra Dry",11.49,yes,14.94,,https://www.instacart.com/store/items/item_752641289,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e2147aad-c7ec-46e5-a8d7-562140f8d257.jpg",
"Outspoken® Outspoken Bubbly Rosé Sparkling Wine",3.44,yes,4.59,,https://www.instacart.com/store/items/item_713701450,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_b203d934-b36e-4a87-aa2b-caf36f50535e.png",
"Scharffen Berger Sparkling Wine, Mendocino County",22.99,yes,29.89,,https://www.instacart.com/store/items/item_187273293,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_11e06cc4-e3ff-45e0-a3d4-81ad1d985edb.jpg",
"Piper-Heidsieck Cuvee Brut Champagne",51.74,yes,63.24,,https://www.instacart.com/store/items/item_2575918442,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_eab5fad4-ecc2-4b4b-82f9-a94645d6cb4d.png",
"Chandon Spritz, Garden",25.29,yes,34.49,,https://www.instacart.com/store/items/item_3356201617,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ed331b77-5299-4b60-8c1e-c7ec479e89a9.png",
"Fre Sparkling Brut Wine, Alcohol-Removed",10.99,yes,11.41,,https://www.instacart.com/store/items/item_187206929,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c9fd45c5-a8ba-49dd-b60b-0ca2473cea5d.jpg",
"Gloria Ferrer Blanc de Noirs Rosé Sparkling Wine",21.71,yes,29.19,,https://www.instacart.com/store/items/item_184792745,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9525d04a-110d-4281-9b5a-985fe180e72b.jpg",
"Kinsen Plum Grape Wine, with Natural Plum Flavor and Caramel, Original",9.19,yes,9.84,,https://www.instacart.com/store/items/item_187230387,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_48058df4-7447-43c0-9bd3-8ef8bc97a82d.png",
"Sho Chiku Bai Classic Junmai Sake",9.19,yes,10.93,,https://www.instacart.com/store/items/item_187202161,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d9e268d6-9ed7-4257-8ebb-f9b88d96aef2.jpg",
"Chateau de Berne Romance, French Rosé",15.15,yes,20.69,,https://www.instacart.com/store/items/item_738296026,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_18d1d8bf-0d24-4887-a033-484b707ea775.jpg",running low
"Piper Sonoma Blanc de Blancs",17.24,yes,21.34,,https://www.instacart.com/store/items/item_1371696304,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_99732b39-8fef-4ff2-bbdf-cc11de1a2f24.jpg",running low
"Gerard Bertrand Cote Des Roses",18.39,yes,26.93,,https://www.instacart.com/store/items/item_187288999,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6464028d-16c5-4206-b762-a8eefefd8d3c.png",
"Stella Rosa Peach",13.79,yes,17.24,,https://www.instacart.com/store/items/item_187162434,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a44bd9c2-9df2-4183-8dc9-bfee36613299.jpg",
"Chateau Ste. Michelle Rose Wine",9.19,yes,13.79,,https://www.instacart.com/store/items/item_254026945,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c540c301-1346-4fbf-8b82-08f5a0411121.jpg",
"Underwood Carbonated Wine",6.89,yes,8.04,,https://www.instacart.com/store/items/item_455329310,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_1739f780-b5fc-4cd3-b686-558a9c3b689d.png",
"Stella Rosa Watermelon",13.79,yes,17.24,,https://www.instacart.com/store/items/item_2029924327,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6b2d29bc-54fd-4aa2-afd5-9fd1daf8b983.png",
"Sofia Brut Rose California",17.24,yes,22.99,,https://www.instacart.com/store/items/item_187134936,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4ead55e8-321d-4cac-869e-36a3b73f0b75.png",
"Moet Imperial 750ml",60.04,yes,81.64,,https://www.instacart.com/store/items/item_3249755404,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e4f2f373-917f-46de-b7b7-489c4345e33a.png",running low
"Sho Chiku Bai Sake, Premium Ginjo",6.89,yes,8.20,,https://www.instacart.com/store/items/item_267823596,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6f8464ab-20e6-4bda-ac5b-5e7b3358dc82.png",
"Moët & Chandon Imperial Brut Champagne",60.04,yes,81.64,,https://www.instacart.com/store/items/item_3249761107,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_487afa26-9e8b-4e4f-9d37-6ad4a7812f2b.png",
"La Vieille Ferme Sparkling Wine, Rose",12.50,yes,20.69,,https://www.instacart.com/store/items/item_748807056,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_11c2082c-1baf-41aa-888a-9ebed8b1f5e3.png",
"Sofia Rose Monterey, California",14.94,yes,19.54,,https://www.instacart.com/store/items/item_187216758,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_48827b0b-3551-4c59-9036-4bec4aefa856.png",
"Domaine Carneros Sparkling Wine, Brut Rose",45.99,yes,57.49,,https://www.instacart.com/store/items/item_187166089,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c66e16f3-a3b2-4949-a799-e9be035c55e4.jpg",
"Chateau Ste. Michelle Elements Strawberry Hibiscus Rose Wine",12.64,yes,17.24,,https://www.instacart.com/store/items/item_14347604534,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_594d65a4-9d9f-41e7-832f-7e9143ee7f8e.jpg",
"Moët & Chandon Brut Imperial Golden Diamond Suit",60.04,yes,81.64,,https://www.instacart.com/store/items/item_3249743005,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png",
"Charles & Charles Rose",8.13,yes,17.24,,https://www.instacart.com/store/items/item_187320312,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_08d0b1da-8e13-4a0e-989f-c772f57c0af6.jpg",
"Real Sangria The #1 imported Sangria in the U.S. A truly authentic Spanish Sangria, made 100% from Spanish wine and natural citrus fruit flavors.",5.74,yes,6.89,,https://www.instacart.com/store/items/item_187322767,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7202c39e-dc6f-4237-baa7-254cbfd18b04.png",
"Moët & Chandon Imperial Brut Champagne",68.99,no,,,https://www.instacart.com/store/items/item_3249747311,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f702cd3a-a325-4e3d-be36-43828d1975b3.png",
"J Vineyards Cuvee 20 Brut Sparkling Wine",41.39,yes,54.74,,https://www.instacart.com/store/items/item_187210092,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4954b028-b71f-487d-b210-48b5580631ae.png",
"The Palm by Whispering Angel Provence Rose",18.39,yes,21.84,,https://www.instacart.com/store/items/item_606277854,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_16e642f2-5775-4b8a-89bd-4a0f8394de17.png",
"Menage a Trois Hot Pink Rose Wine",11.49,yes,14.94,,https://www.instacart.com/store/items/item_20714653700,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8fedff82-2b99-4241-9165-dfe8891690c9.jpg",
"Kinsen Plum Grape Wine, with Natural Plum Flavor and Caramel, Original",9.19,yes,9.84,,https://www.instacart.com/store/items/item_187230387,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_48058df4-7447-43c0-9bd3-8ef8bc97a82d.png",
"19 Crimes Cali Rose",14.94,yes,17.24,,https://www.instacart.com/store/items/item_3046127689,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_87dde968-a832-4172-abbc-4bb05b6f9faf.jpg",
"Stella Rosa Blueberry",13.79,yes,17.24,,https://www.instacart.com/store/items/item_1743457090,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_416fdb28-c64b-494d-ae02-77cd1eca792d.png",
"Stella Rosa Pineapple (2-Pack Carrier)",8.04,yes,11.49,,https://www.instacart.com/store/items/item_2209777656,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c1c81737-b50f-49b1-bc25-4250e7ca09ff.png",
"Stella Rosa Pineapple",13.79,yes,17.24,,https://www.instacart.com/store/items/item_1453948590,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9a1f556a-9e51-4035-9d79-c5f7dba4dc28.png",
"J. Lohr Estates Los Osos Merlot",13.79,yes,21.34,,https://www.instacart.com/store/items/item_192530443,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_eef6b736-6068-4759-a24b-26dbc7ac1e25.jpg",
"Moët & Chandon Imperial Rose Champagne",89.69,yes,112.69,,https://www.instacart.com/store/items/item_3614293724,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6dad6107-7788-4b58-8bb4-f487d00ced34.png",
"Whitehaven Sauvignon Blanc, Marlborough, New Zealand, 2016",18.39,yes,24.62,,https://www.instacart.com/store/items/item_187333046,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_66c71760-221b-4242-a2d7-af78c05412b9.png",running low
"Barefoot Fruitscato Blueberry Moscato Sweet Wine",6.66,yes,8.20,,https://www.instacart.com/store/items/item_12408818764,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_906eaba9-84b5-4c05-b746-66573d7aab4c.png",
"Beringer Main & Vine Pinot Grigio White Wine",4.01,yes,6.56,,https://www.instacart.com/store/items/item_187310506,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4dca8108-0893-4009-8c8d-69b8ab30c112.png",
"Carlo Rossi Sangria Red Wine",6.31,yes,8.04,,https://www.instacart.com/store/items/item_187216115,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_fe234931-16b4-46ac-a860-c73d072f9eb5.png",
"House Wine Carbonated Wine, Rose Bubbles",5.74,yes,6.89,,https://www.instacart.com/store/items/item_601730876,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_670179df-d6e1-49b6-8f70-8cb1b390c294.png",running low
"Chateau St. Jean Pinot Noir, California, 2017",8.04,yes,11.49,,https://www.instacart.com/store/items/item_187301958,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a1196f39-773f-480f-aeaa-9e9da0af5d28.png",
"Quail Oak Quail Oak Moscato White Wine",3.82,yes,4.91,,https://www.instacart.com/store/items/item_455851985,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f01e7e16-180d-4899-a941-d8220730241d.png",
"Domaine Auchère Sancerre",22.99,yes,28.74,,https://www.instacart.com/store/items/item_748544087,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f44e0231-3091-4f7d-8a0c-7d1e8593bbd5.jpg",running low
"Miraval Cotes de Provence Rose",27.59,yes,37.77,,https://www.instacart.com/store/items/item_187232168,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7e198e42-8b3b-49e1-a865-e0ba401c483f.png",
"Moët & Chandon Nectar Impérial Rosé",89.69,yes,112.69,,https://www.instacart.com/store/items/item_251493015,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d1b124af-525b-4741-8ee3-5b3dcde2d38c.png",
"Barefoot Pinot Grigio White Wine",6.66,yes,8.20,,https://www.instacart.com/store/items/item_187266718,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_af13f79b-bc43-4dde-93f5-56054a9640dc.png",
"Barefoot Sauvignon Blanc White Wine",6.66,yes,8.20,,https://www.instacart.com/store/items/item_184463547,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ca292cda-7320-4af1-a0f6-d85e0c5ae5b8.png",
"Menage a Trois Sultry Red Wine",11.49,yes,14.94,,https://www.instacart.com/store/items/item_15313802580,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6151cf95-eee6-43f3-be75-c352be76c595.jpg",
"Menage a Trois Wines Prosecco",13.79,yes,17.24,,https://www.instacart.com/store/items/item_2319768074,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png",
"Apothic Rose Wine 750ml",10.21,yes,16.09,,https://www.instacart.com/store/items/item_262702909,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_35a00114-349c-46c7-a690-eb6b137341a2.png",
"Veuve Clicquot Yellow Label Brut",66.40,yes,95.44,,https://www.instacart.com/store/items/item_3184596727,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png",
"Stella Rosa Pink",13.79,yes,17.24,,https://www.instacart.com/store/items/item_187228109,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_cae8864b-4ac4-4fa1-b141-6853493bd272.jpg",
"Cupcake Vineyards Red Velvet",9.19,yes,13.79,,https://www.instacart.com/store/items/item_187292422,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4ad15fd3-b73b-4a4a-8ba2-329d768a53c0.jpg",
"Barefoot Rose Wine 4 Single Serve Cans",8.04,yes,9.19,,https://www.instacart.com/store/items/item_318069317,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2ebef5f0-afe3-4941-81b9-bec3e03e48f5.png",
"Stella Rosa Moscato D'Asti",13.79,yes,17.24,,https://www.instacart.com/store/items/item_187272737,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_db0d4e45-b790-4f55-8a29-d4ae8dcd79ca.jpg",
"Oyster Bay Sauvignon Blanc",13.79,yes,19.70,,https://www.instacart.com/store/items/item_187319208,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_67c1105b-57e8-4adb-b92c-8a114d07e2ea.png",
"Franzia® Chablis White Wine",17.24,yes,21.34,,https://www.instacart.com/store/items/item_187199550,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_80082470-f9d1-40cd-8019-54eea1e3d73f.jpg",
"Moët & Chandon Brut Imperial With Diamond Suit",60.04,yes,81.64,,https://www.instacart.com/store/items/item_50906636605,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png",
"Girard's Vinaigrette, Champagne",5.19,yes,5.79,,https://www.instacart.com/store/items/item_697808285,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a658521b-ba37-4d54-a38e-147e6baa2d24.png",
"Josh Cellars Rosé",12.64,yes,16.41,,https://www.instacart.com/store/items/item_184433827,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c46d8c61-28a8-4db6-b54e-b039bc07282f.jpg",
"Bread & Butter Sauvignon Blanc, 2019",14.94,yes,20.69,,https://www.instacart.com/store/items/item_2597125516,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_31cb77bf-a3be-4125-9946-12514548613b.png",
"Girard's Champagne, 60 Calorie Vinaigrette",5.19,yes,5.79,,https://www.instacart.com/store/items/item_725558626,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ac1a3d41-dbb0-47a7-930f-fadd4c1f500f.png",
"Stella Rosa Moscato D'Asti",13.79,yes,17.24,,https://www.instacart.com/store/items/item_187272737,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_db0d4e45-b790-4f55-8a29-d4ae8dcd79ca.jpg",
"Quail Oak Quail Oak Chardonnay White Wine",3.82,yes,4.91,,https://www.instacart.com/store/items/item_187307899,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_beb35536-369d-41ee-9fb5-52ac1c665938.png",
"Fre Chardonnay White Wine, Alcohol-Removed",8.99,yes,11.99,,https://www.instacart.com/store/items/item_187309629,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2dfe3c8d-8689-497e-8ac1-8a57f213cbb7.jpg",
"Franzia® Sunset Blush Pink Wine",11.49,yes,16.41,,https://www.instacart.com/store/items/item_270249348,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_cce111ae-7596-46ea-b5e5-da6eaf80ca85.jpg",
"DAOU Rose, Paso Robles, 2019",26.44,yes,34.49,,https://www.instacart.com/store/items/item_1506183238,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_dcfc6e2b-1724-4d07-befe-14ce9cf8791b.png",
"Viola Rosa Peach",10.34,yes,13.79,,https://www.instacart.com/store/items/item_1471441787,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_97a84e13-e30f-4873-99d9-15c7322e0346.png",
"Bartenura Moscato D'Asti",17.24,yes,21.84,,https://www.instacart.com/store/items/item_187266239,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7dfb1cbf-776c-455d-8409-e42f1efef6c7.jpg",
"Line 39 Pinot Noir, California, 2013",10.34,yes,14.77,,https://www.instacart.com/store/items/item_187308360,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_80c69ec0-b37c-4358-b07a-398d42bffba2.jpg",
"Barefoot Moscato White Wine",6.66,yes,8.20,,https://www.instacart.com/store/items/item_187305990,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_29896a45-beee-4151-af2f-953adbca7928.png",
"Gekkeikan Sake",3.44,yes,5.45,,https://www.instacart.com/store/items/item_187195899,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3f9222c8-71c2-42b1-b776-4938181a7a76.png",
"Etoile Sparkling Wine, Rose",57.49,yes,77.04,,https://www.instacart.com/store/items/item_192345083,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_eb2ada79-6078-46e3-8c03-783e5bfd477a.png",
"Miraval Rose Wine",22.99,yes,31.04,,https://www.instacart.com/store/items/item_12890584642,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_692c53ab-f02c-44ff-a4b2-69bd81682eb0.png",
"Cupcake Butterkissed Chardonnay",9.19,yes,13.79,,https://www.instacart.com/store/items/item_187156303,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8fb5ed81-4f77-4b52-8f0e-0697af09eeee.jpg",
"Santa Margherita Pinot Grigio 2016",25.29,yes,36.12,,https://www.instacart.com/store/items/item_187098539,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ff671a05-933a-4c3a-982d-0820dcb26920.png",
"Whispering Angel Cotes de Provence Rose",27.59,yes,36.12,,https://www.instacart.com/store/items/item_267888619,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5f56ac9e-5cf2-42b8-aa22-04f8049b58f8.png",
"Stella Rosa Berry",13.79,yes,17.24,,https://www.instacart.com/store/items/item_187234621,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6625ee8e-3586-4393-a8d7-fc64f12cd479.jpg",
"Yes Way Rosé French Rosé Wine",13.79,yes,19.54,,https://www.instacart.com/store/items/item_661544902,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a1f7b7bc-e97c-4f8a-8593-737e5a1b6430.jpg",
"Stella Rosa Black",13.79,yes,17.24,,https://www.instacart.com/store/items/item_187328789,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_335d4713-03da-47ed-ab0f-65fcb88242ac.png",
"Stella Rosa Black",28.74,yes,37.94,,https://www.instacart.com/store/items/item_15799546946,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9d8cb40b-cb6f-4c07-b1da-649a116690d6.jpg",
"Jnsq Rosé Cru Wine",33.34,yes,43.69,,https://www.instacart.com/store/items/item_738672551,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ee0eaa53-c060-499c-befe-f6afc895d695.jpg",
